Gene,GC,AU,Length,Polar%,Non-Polar%
YNL182C   ,37.3      ,34.2      ,1668      ,28.5      ,71.5
YNL183C   ,39.1      ,32.3      ,2373      ,28.6      ,71.4
YNL185C   ,43.0      ,33.8      ,477       ,23.3      ,76.7
YNL186W   ,39.3      ,35.6      ,2379      ,25.1      ,74.9
YNL187W   ,45.1      ,29.7      ,1074      ,25.2      ,74.8
YNL188W   ,34.7      ,41.6      ,1302      ,23.7      ,76.3
YNL189W   ,38.9      ,32.8      ,1629      ,28.3      ,71.7
YNL190W   ,44.6      ,31.9      ,615       ,23.6      ,76.4
YNL191W   ,42.0      ,32.2      ,1074      ,25.8      ,74.2
YNL192W   ,36.8      ,32.4      ,3396      ,30.7      ,69.3
YNL193W   ,38.3      ,33.0      ,1677      ,28.6      ,71.4
YNL194C   ,44.0      ,26.9      ,906       ,29.0      ,71.0
YNL195C   ,48.0      ,30.3      ,732       ,21.7      ,78.3
YNL196C   ,38.1      ,40.7      ,897       ,21.2      ,78.8
YNL197C   ,40.9      ,32.8      ,1986      ,26.2      ,73.8
YNL199C   ,40.6      ,36.1      ,1605      ,23.3      ,76.7
YNL200C   ,44.8      ,27.8      ,741       ,27.4      ,72.6
YNL201C   ,36.2      ,35.1      ,2577      ,28.6      ,71.4
YNL202W   ,43.7      ,28.3      ,888       ,28.0      ,72.0
YNL204C   ,39.1      ,33.0      ,903       ,27.9      ,72.1
YNL206C   ,38.6      ,35.9      ,1368      ,25.5      ,74.5
YNL207W   ,38.8      ,33.3      ,1278      ,27.9      ,72.1
YNL208W   ,51.1      ,28.3      ,615       ,20.7      ,79.3
YNL209W   ,43.6      ,27.8      ,1842      ,28.6      ,71.4
YNL210W   ,36.5      ,35.5      ,813       ,27.9      ,72.1
YNL211C   ,35.2      ,34.5      ,261       ,30.3      ,69.7
YNL212W   ,37.4      ,34.5      ,2349      ,28.1      ,71.9
YNL213C   ,38.3      ,38.4      ,645       ,23.3      ,76.7
YNL214W   ,37.7      ,34.0      ,600       ,28.3      ,71.7
YNL215W   ,42.3      ,37.7      ,963       ,20.0      ,80.0
YNL216W   ,41.5      ,32.8      ,2484      ,25.7      ,74.3
YNL217W   ,40.5      ,32.9      ,981       ,26.6      ,73.4
YNL218W   ,39.8      ,35.3      ,1764      ,24.9      ,75.1
YNL219C   ,37.1      ,28.4      ,1668      ,34.5      ,65.5
YNL220W   ,39.3      ,29.6      ,1302      ,31.1      ,68.9
YNL221C   ,40.0      ,34.1      ,2628      ,25.9      ,74.1
YNL222W   ,35.7      ,34.9      ,621       ,29.3      ,70.7
YNL223W   ,39.4      ,31.2      ,1521      ,29.4      ,70.6
YNL224C   ,38.9      ,36.8      ,2304      ,24.3      ,75.7
YNL225C   ,35.0      ,39.3      ,1746      ,25.7      ,74.3
YNL227C   ,36.5      ,40.3      ,1773      ,23.2      ,76.8
YNL229C   ,38.9      ,34.4      ,1065      ,26.8      ,73.2
YNL230C   ,41.7      ,36.3      ,1140      ,22.0      ,78.0
YNL231C   ,38.4      ,33.9      ,1056      ,27.7      ,72.3
YNL232W   ,42.9      ,32.2      ,879       ,24.9      ,75.1
YNL233W   ,38.3      ,36.5      ,2679      ,25.1      ,74.9
YNL234W   ,38.2      ,34.5      ,1281      ,27.3      ,72.7
YNL236W   ,36.8      ,34.2      ,2925      ,29.1      ,70.9
YNL237W   ,42.0      ,26.3      ,1380      ,31.7      ,68.3
YNL238W   ,41.7      ,30.7      ,2445      ,27.6      ,72.4
YNL240C   ,51.5      ,26.3      ,1476      ,22.2      ,77.8
YNL241C   ,47.9      ,28.3      ,1518      ,23.8      ,76.2
YNL242W   ,37.9      ,32.6      ,4779      ,29.5      ,70.5
YNL243W   ,45.5      ,30.5      ,2907      ,23.9      ,76.1
YNL244C   ,38.8      ,35.2      ,327       ,26.0      ,74.0
YNL245C   ,41.7      ,38.5      ,540       ,19.8      ,80.2
YNL250W   ,34.3      ,40.1      ,3939      ,25.6      ,74.4
YNL251C   ,42.7      ,31.8      ,1728      ,25.6      ,74.4
YNL252C   ,38.7      ,35.2      ,846       ,26.1      ,73.9
YNL253W   ,36.2      ,34.2      ,1269      ,29.6      ,70.4
YNL254C   ,39.5      ,35.9      ,1206      ,24.6      ,75.4
YNL255C   ,42.6      ,31.6      ,462       ,25.8      ,74.2
YNL256W   ,37.7      ,32.2      ,2595      ,30.1      ,69.9
YNL257C   ,36.1      ,35.1      ,3690      ,28.8      ,71.2
YNL258C   ,35.8      ,36.0      ,2265      ,28.2      ,71.8
YNL259C   ,34.2      ,36.9      ,222       ,28.8      ,71.2
YNL260C   ,33.0      ,40.0      ,597       ,27.0      ,73.0
YNL261W   ,36.0      ,33.1      ,1440      ,30.9      ,69.1
YNL262W   ,37.4      ,33.8      ,6669      ,28.8      ,71.2
YNL263C   ,42.1      ,27.3      ,945       ,30.6      ,69.4
YNL264C   ,40.4      ,32.5      ,1053      ,27.2      ,72.8
YNL265C   ,36.0      ,37.7      ,1002      ,26.2      ,73.8
YNL267W   ,38.2      ,35.1      ,3201      ,26.7      ,73.3
YNL268W   ,42.6      ,25.7      ,1836      ,31.8      ,68.2
YNL270C   ,44.0      ,24.8      ,1722      ,31.2      ,68.8
YNL271C   ,39.2      ,35.0      ,5862      ,25.8      ,74.2
YNL272C   ,38.6      ,36.3      ,2280      ,25.1      ,74.9
YNL273W   ,37.7      ,33.7      ,3717      ,28.7      ,71.3
YNL274C   ,42.5      ,30.6      ,1053      ,26.9      ,73.1
YNL275W   ,39.3      ,27.8      ,1731      ,32.9      ,67.1
YNL277W   ,45.2      ,28.7      ,1461      ,26.0      ,74.0
YNL278W   ,43.3      ,32.1      ,3183      ,24.6      ,75.4
YNL279W   ,42.2      ,30.8      ,1986      ,27.0      ,73.0
YNL280C   ,39.7      ,27.6      ,1317      ,32.6      ,67.4
YNL281W   ,41.1      ,31.2      ,462       ,27.7      ,72.3
YNL282W   ,45.9      ,28.6      ,588       ,25.5      ,74.5
YNL286W   ,38.3      ,38.1      ,858       ,23.5      ,76.5
YNL287W   ,36.6      ,31.7      ,2808      ,31.7      ,68.3
YNL288W   ,43.3      ,30.2      ,1122      ,26.5      ,73.5
YNL289W   ,44.6      ,31.3      ,840       ,24.0      ,76.0
YNL290W   ,45.1      ,31.1      ,1023      ,23.9      ,76.1
YNL291C   ,39.2      ,30.0      ,1647      ,30.8      ,69.2
YNL292W   ,40.6      ,34.8      ,1212      ,24.6      ,75.4
YNL293W   ,40.5      ,32.8      ,1902      ,26.7      ,73.3
YNL294C   ,40.7      ,30.4      ,1602      ,28.9      ,71.1
YNL295W   ,39.2      ,35.7      ,1575      ,25.1      ,74.9
YNL298W   ,41.4      ,34.3      ,2529      ,24.4      ,75.6
YNL299W   ,39.2      ,36.2      ,1878      ,24.5      ,75.5
YNL304W   ,41.7      ,34.4      ,1068      ,24.0      ,76.0
YNL305C   ,48.3      ,21.9      ,894       ,29.8      ,70.2
YNL306W   ,41.0      ,31.7      ,654       ,27.4      ,72.6
YNL307C   ,40.8      ,30.3      ,1128      ,28.9      ,71.1
YNL308C   ,39.5      ,41.0      ,1776      ,19.4      ,80.6
YNL309W   ,45.0      ,33.3      ,1380      ,21.7      ,78.3
YNL310C   ,45.5      ,32.8      ,618       ,21.7      ,78.3
YNL311C   ,36.2      ,34.5      ,2292      ,29.3      ,70.7
YNL312W   ,40.4      ,30.3      ,930       ,29.2      ,70.8
YNL313C   ,39.7      ,31.8      ,2715      ,28.5      ,71.5
YNL314W   ,44.3      ,32.8      ,768       ,22.9      ,77.1
YNL315C   ,39.9      ,34.3      ,957       ,25.8      ,74.2
YNL316C   ,38.5      ,34.1      ,1107      ,27.4      ,72.6
YNL317W   ,40.9      ,33.9      ,1398      ,25.2      ,74.8
YNL318C   ,36.1      ,31.4      ,1623      ,32.5      ,67.5
YNL320W   ,38.5      ,29.5      ,855       ,32.0      ,68.0
YNL321W   ,43.5      ,26.6      ,2727      ,29.9      ,70.1
YNL322C   ,48.3      ,24.3      ,942       ,27.4      ,72.6
YNL323W   ,39.8      ,33.6      ,1245      ,26.6      ,73.4
YNL325C   ,35.9      ,34.0      ,2640      ,30.0      ,70.0
YNL326C   ,39.0      ,29.2      ,1011      ,31.8      ,68.2
YNL327W   ,40.9      ,29.9      ,3126      ,29.2      ,70.8
YNL328C   ,44.2      ,33.6      ,441       ,22.2      ,77.8
YNL329C   ,39.0      ,30.8      ,3093      ,30.2      ,69.8
YNL330C   ,40.9      ,29.5      ,1302      ,29.6      ,70.4
YNL332W   ,44.0      ,29.2      ,1023      ,26.8      ,73.2
YNL333W   ,46.7      ,28.3      ,897       ,25.0      ,75.0
YNL334C   ,39.6      ,33.3      ,669       ,27.1      ,72.9
YNL335W   ,44.1      ,28.2      ,678       ,27.7      ,72.3
YNR003C   ,40.0      ,34.8      ,954       ,25.2      ,74.8
YNR004W   ,34.7      ,35.8      ,441       ,29.5      ,70.5
YNR006W   ,40.6      ,35.4      ,1869      ,24.1      ,75.9
YNR007C   ,39.1      ,33.9      ,933       ,27.0      ,73.0
YNR008W   ,42.2      ,31.0      ,1986      ,26.8      ,73.2
YNR009W   ,42.3      ,33.9      ,750       ,23.9      ,76.1
YNR010W   ,37.6      ,36.9      ,450       ,25.6      ,74.4
YNR011C   ,38.5      ,35.2      ,2631      ,26.3      ,73.7
YNR012W   ,38.2      ,32.2      ,1506      ,29.6      ,70.4
YNR013C   ,42.0      ,27.1      ,2685      ,30.9      ,69.1
YNR014W   ,53.8      ,24.7      ,639       ,21.4      ,78.6
YNR015W   ,47.5      ,30.2      ,1155      ,22.3      ,77.7
YNR016C   ,40.8      ,29.9      ,6702      ,29.2      ,70.8
YNR017W   ,49.3      ,25.6      ,669       ,25.1      ,74.9
YNR018W   ,47.3      ,31.0      ,675       ,21.8      ,78.2
YNR019W   ,40.8      ,29.5      ,1929      ,29.7      ,70.3
YNR020C   ,41.2      ,33.0      ,813       ,25.8      ,74.2
YNR021W   ,37.4      ,33.1      ,1215      ,29.5      ,70.5
YNR022C   ,40.2      ,37.6      ,420       ,22.1      ,77.9
YNR023W   ,38.7      ,35.4      ,1701      ,25.8      ,74.2
YNR024W   ,37.8      ,40.3      ,561       ,21.9      ,78.1
YNR026C   ,39.9      ,32.8      ,1416      ,27.3      ,72.7
YNR027W   ,43.9      ,30.5      ,954       ,25.6      ,74.4
YNR028W   ,39.2      ,33.2      ,927       ,27.6      ,72.4
YNR029C   ,40.2      ,33.8      ,1290      ,26.0      ,74.0
YNR030W   ,39.1      ,27.4      ,1656      ,33.5      ,66.5
YNR031C   ,37.8      ,33.7      ,4740      ,28.5      ,71.5
YNR032C   ,38.7      ,33.3      ,222       ,27.9      ,72.1
YNR032W   ,42.3      ,29.6      ,1107      ,28.1      ,71.9
YNR033W   ,41.8      ,30.7      ,2364      ,27.5      ,72.5
YNR034W   ,41.8      ,33.7      ,297       ,24.6      ,75.4
YNR035C   ,42.0      ,31.1      ,1029      ,26.9      ,73.1
YNR036C   ,49.4      ,27.1      ,462       ,23.6      ,76.4
YNR037C   ,48.6      ,31.9      ,276       ,19.6      ,80.4
YNR038W   ,38.5      ,34.3      ,1890      ,27.2      ,72.8
YNR039C   ,39.3      ,30.7      ,1818      ,30.0      ,70.0
YNR040W   ,44.9      ,30.1      ,771       ,25.0      ,75.0
YNR041C   ,47.5      ,23.1      ,1119      ,29.4      ,70.6
YNR046W   ,47.8      ,28.4      ,408       ,23.8      ,76.2
YNR047W   ,40.9      ,33.6      ,2682      ,25.5      ,74.5
YNR048W   ,41.2      ,32.8      ,1182      ,26.0      ,74.0
YNR049C   ,44.1      ,33.3      ,633       ,22.6      ,77.4
YNR050C   ,41.6      ,30.3      ,1341      ,28.1      ,71.9
YNR051C   ,39.7      ,37.9      ,1548      ,22.4      ,77.6
YNR052C   ,44.2      ,30.6      ,1302      ,25.3      ,74.7
YNR053C   ,39.1      ,31.4      ,1992      ,29.6      ,70.4
YNR054C   ,40.8      ,38.9      ,951       ,20.3      ,79.7
YNR055C   ,42.6      ,25.8      ,1761      ,31.6      ,68.4
YNR056C   ,40.3      ,24.7      ,1686      ,35.0      ,65.0
YNR057C   ,45.9      ,29.8      ,714       ,24.2      ,75.8
YNR058W   ,43.2      ,29.7      ,1443      ,27.2      ,72.8
YNR059W   ,38.4      ,31.9      ,1743      ,29.7      ,70.3
YNR060W   ,39.9      ,30.1      ,2160      ,30.0      ,70.0
YNR061C   ,38.2      ,28.3      ,660       ,33.5      ,66.5
YNR062C   ,40.9      ,26.0      ,984       ,33.1      ,66.9
YNR064C   ,40.9      ,27.1      ,873       ,32.0      ,68.0
YNR065C   ,38.3      ,32.0      ,4686      ,29.7      ,70.3
YNR067C   ,38.9      ,30.1      ,3354      ,31.0      ,69.0
YNR068C   ,37.9      ,34.2      ,2526      ,27.9      ,72.1
YOL001W   ,37.1      ,34.2      ,882       ,28.7      ,71.3
YOL002C   ,37.2      ,27.8      ,984       ,35.0      ,65.0
YOL003C   ,39.1      ,30.2      ,1137      ,30.8      ,69.2
YOL004W   ,40.3      ,33.6      ,4611      ,26.1      ,73.9
YOL005C   ,49.9      ,29.8      ,363       ,20.4      ,79.6
YOL006C   ,38.4      ,38.1      ,2310      ,23.4      ,76.6
YOL007C   ,39.5      ,32.9      ,1026      ,27.6      ,72.4
YOL008W   ,38.3      ,31.6      ,624       ,30.1      ,69.9
YOL009C   ,38.1      ,32.2      ,816       ,29.7      ,70.3
YOL010W   ,40.2      ,32.0      ,1104      ,27.8      ,72.2
YOL015W   ,36.3      ,36.3      ,1761      ,27.4      ,72.6
YOL019W   ,41.1      ,31.6      ,1656      ,27.2      ,72.8
YOL020W   ,43.8      ,25.0      ,1779      ,31.2      ,68.8
YOL021C   ,41.3      ,31.0      ,3006      ,27.7      ,72.3
YOL022C   ,39.0      ,34.0      ,1227      ,27.0      ,73.0
YOL024W   ,35.8      ,33.5      ,519       ,30.6      ,69.4
YOL025W   ,37.6      ,32.8      ,1983      ,29.6      ,70.4
YOL026C   ,50.6      ,25.4      ,342       ,24.0      ,76.0
YOL027C   ,41.6      ,33.8      ,1722      ,24.6      ,75.4
YOL028C   ,41.3      ,36.4      ,1556      ,22.2      ,77.8
YOL030W   ,42.7      ,26.7      ,1455      ,30.6      ,69.4
YOL031C   ,38.0      ,35.1      ,1266      ,26.9      ,73.1
YOL032W   ,40.9      ,33.3      ,741       ,25.8      ,74.2
YOL033W   ,38.7      ,32.7      ,1611      ,28.6      ,71.4
YOL034W   ,36.5      ,37.1      ,3282      ,26.4      ,73.6
YOL036W   ,41.6      ,33.2      ,2286      ,25.1      ,74.9
YOL038W   ,45.8      ,30.1      ,765       ,24.2      ,75.8
YOL039W   ,47.0      ,25.5      ,321       ,27.4      ,72.6
YOL040C   ,44.8      ,29.4      ,429       ,25.9      ,74.1
YOL041C   ,36.4      ,39.7      ,1380      ,23.8      ,76.2
YOL042W   ,36.4      ,33.2      ,1092      ,30.3      ,69.7
YOL043C   ,39.3      ,34.0      ,1143      ,26.7      ,73.3
YOL044W   ,37.0      ,33.5      ,1152      ,29.5      ,70.5
YOL045W   ,36.9      ,34.1      ,3306      ,29.0      ,71.0
YOL047C   ,42.9      ,25.0      ,1134      ,32.0      ,68.0
YOL048C   ,38.0      ,31.5      ,321       ,30.5      ,69.5
YOL049W   ,37.9      ,33.6      ,1476      ,28.5      ,71.5
YOL056W   ,40.5      ,33.6      ,912       ,26.0      ,74.0
YOL057W   ,39.0      ,31.4      ,2136      ,29.5      ,70.5
YOL058W   ,43.9      ,28.7      ,1263      ,27.3      ,72.7
YOL059W   ,45.2      ,29.6      ,1323      ,25.2      ,74.8
YOL060C   ,43.7      ,29.2      ,2121      ,27.1      ,72.9
YOL061W   ,43.3      ,28.4      ,1491      ,28.3      ,71.7
YOL062C   ,40.9      ,30.1      ,1476      ,29.0      ,71.0
YOL063C   ,39.2      ,31.8      ,2874      ,29.1      ,70.9
YOL064C   ,40.6      ,30.6      ,1074      ,28.8      ,71.2
YOL065C   ,38.5      ,32.3      ,1155      ,29.2      ,70.8
YOL066C   ,43.8      ,32.6      ,1776      ,23.6      ,76.4
YOL067C   ,49.8      ,30.7      ,534       ,19.5      ,80.5
YOL068C   ,37.5      ,33.7      ,1512      ,28.8      ,71.2
YOL069W   ,36.0      ,37.5      ,1356      ,26.5      ,73.5
YOL070C   ,43.2      ,34.5      ,1506      ,22.3      ,77.7
YOL071W   ,42.9      ,33.7      ,489       ,23.3      ,76.7
YOL072W   ,41.4      ,31.9      ,1368      ,26.6      ,73.4
YOL073C   ,45.1      ,27.6      ,969       ,27.3      ,72.7
YOL075C   ,38.2      ,30.5      ,3885      ,31.3      ,68.7
YOL076W   ,34.7      ,35.6      ,2391      ,29.7      ,70.3
YOL077C   ,37.0      ,34.8      ,876       ,28.2      ,71.8
YOL077W   ,39.6      ,37.7      ,207       ,22.7      ,77.3
YOL078W   ,38.3      ,36.0      ,3531      ,25.7      ,74.3
YOL080C   ,38.0      ,37.9      ,870       ,24.0      ,76.0
YOL081W   ,37.2      ,32.2      ,9240      ,30.6      ,69.4
YOL082W   ,40.0      ,34.2      ,1248      ,25.8      ,74.2
YOL083W   ,37.1      ,34.6      ,1239      ,28.2      ,71.8
YOL086W   ,45.8      ,31.9      ,273       ,22.3      ,77.7
YOL087C   ,39.3      ,34.1      ,3351      ,26.6      ,73.4
YOL088C   ,38.1      ,33.7      ,834       ,28.2      ,71.8
YOL089C   ,35.8      ,34.7      ,3093      ,29.5      ,70.5
YOL091W   ,33.7      ,39.9      ,1830      ,26.4      ,73.6
YOL092W   ,39.8      ,25.8      ,927       ,34.4      ,65.6
YOL093W   ,42.9      ,36.7      ,882       ,20.4      ,79.6
YOL094C   ,39.5      ,33.1      ,972       ,27.4      ,72.6
YOL095C   ,36.3      ,35.0      ,2121      ,28.8      ,71.2
YOL096C   ,40.9      ,31.5      ,951       ,27.5      ,72.5
YOL097C   ,41.3      ,31.3      ,1299      ,27.4      ,72.6
YOL098C   ,37.4      ,32.5      ,3114      ,30.1      ,69.9
YOL100W   ,37.4      ,37.4      ,3246      ,25.2      ,74.8
YOL101C   ,34.5      ,31.1      ,939       ,34.4      ,65.6
YOL102C   ,37.7      ,35.1      ,693       ,27.3      ,72.7
YOL108C   ,40.8      ,38.4      ,456       ,20.8      ,79.2
YOL109W   ,41.2      ,41.8      ,342       ,17.0      ,83.0
YOL110W   ,55.2      ,20.2      ,714       ,24.6      ,75.4
YOL111C   ,45.7      ,31.8      ,639       ,22.5      ,77.5
YOL112W   ,41.0      ,32.2      ,1479      ,26.8      ,73.2
YOL113W   ,38.6      ,35.8      ,1968      ,25.6      ,74.4
YOL114C   ,38.4      ,37.1      ,609       ,24.5      ,75.5
YOL115W   ,38.2      ,35.1      ,1755      ,26.7      ,73.3
YOL116W   ,40.6      ,35.0      ,1149      ,24.5      ,75.5
YOL117W   ,35.2      ,35.4      ,1938      ,29.3      ,70.7
YOL119C   ,40.2      ,27.5      ,1506      ,32.3      ,67.7
YOL120C   ,38.3      ,28.9      ,1008      ,32.8      ,67.2
YOL121C   ,37.5      ,32.0      ,825       ,30.5      ,69.5
YOL122C   ,39.2      ,28.1      ,1728      ,32.7      ,67.3
YOL123W   ,41.3      ,35.5      ,1605      ,23.2      ,76.8
YOL124C   ,39.2      ,32.8      ,1302      ,28.0      ,72.0
YOL125W   ,41.1      ,33.0      ,1431      ,25.9      ,74.1
YOL126C   ,42.5      ,26.9      ,1272      ,30.7      ,69.3
YOL127W   ,38.3      ,32.3      ,843       ,29.4      ,70.6
YOL128C   ,39.0      ,32.4      ,1128      ,28.6      ,71.4
YOL129W   ,40.2      ,24.0      ,555       ,35.9      ,64.1
YOL130W   ,41.8      ,31.2      ,2580      ,27.0      ,73.0
YOL131W   ,43.1      ,34.3      ,327       ,22.6      ,77.4
YOL132W   ,38.1      ,31.9      ,1416      ,30.0      ,70.0
YOL133W   ,43.4      ,33.6      ,366       ,23.0      ,77.0
YOL135C   ,45.0      ,34.5      ,669       ,20.5      ,79.5
YOL136C   ,35.8      ,31.8      ,1194      ,32.3      ,67.7
YOL137W   ,38.2      ,27.1      ,1494      ,34.7      ,65.3
YOL138C   ,39.9      ,35.0      ,4026      ,25.1      ,74.9
YOL139C   ,39.9      ,32.7      ,642       ,27.4      ,72.6
YOL140W   ,40.3      ,31.8      ,1272      ,27.9      ,72.1
YOL142W   ,40.5      ,29.9      ,723       ,29.6      ,70.4
YOL143C   ,43.1      ,29.6      ,510       ,27.3      ,72.7
YOL144W   ,37.7      ,38.6      ,1455      ,23.8      ,76.2
YOL145C   ,36.5      ,37.0      ,3234      ,26.6      ,73.4
YOL146W   ,39.2      ,32.9      ,711       ,27.8      ,72.2
YOL147C   ,43.7      ,28.0      ,711       ,28.3      ,71.7
YOL148C   ,39.7      ,36.9      ,1815      ,23.4      ,76.6
YOL149W   ,35.2      ,37.6      ,696       ,27.2      ,72.8
YOL151W   ,41.6      ,30.7      ,1029      ,27.7      ,72.3
YOL152W   ,39.7      ,28.6      ,1890      ,31.7      ,68.3
YOL156W   ,43.9      ,25.7      ,1704      ,30.4      ,69.6
YOR001W   ,38.5      ,34.0      ,2202      ,27.6      ,72.4
YOR002W   ,39.0      ,26.3      ,1635      ,34.7      ,65.3
YOR003W   ,39.9      ,30.5      ,1437      ,29.6      ,70.4
YOR004W   ,39.9      ,35.9      ,765       ,24.2      ,75.8
YOR005C   ,37.5      ,34.2      ,2835      ,28.3      ,71.7
YOR006C   ,41.4      ,34.4      ,942       ,24.2      ,75.8
YOR011W   ,38.5      ,28.1      ,4185      ,33.4      ,66.6
YOR012W   ,43.9      ,30.8      ,679       ,25.3      ,74.7
YOR014W   ,37.7      ,34.6      ,2274      ,27.7      ,72.3
YOR016C   ,37.5      ,30.8      ,624       ,31.7      ,68.3
YOR017W   ,37.2      ,35.9      ,2403      ,27.0      ,73.0
YOR020C   ,43.0      ,28.0      ,321       ,29.0      ,71.0
YOR021C   ,38.9      ,33.8      ,642       ,27.3      ,72.7
YOR023C   ,42.6      ,33.8      ,1701      ,23.6      ,76.4
YOR025W   ,42.7      ,32.0      ,1344      ,25.3      ,74.7
YOR026W   ,39.1      ,33.0      ,1026      ,27.9      ,72.1
YOR027W   ,41.7      ,35.5      ,1770      ,22.8      ,77.2
YOR028C   ,39.5      ,35.1      ,888       ,25.3      ,74.7
YOR030W   ,35.6      ,34.9      ,1860      ,29.4      ,70.6
YOR031W   ,42.4      ,32.4      ,210       ,25.2      ,74.8
YOR032C   ,38.9      ,35.3      ,1305      ,25.7      ,74.3
YOR033C   ,38.3      ,35.9      ,2109      ,25.7      ,74.3
YOR034C   ,39.6      ,29.3      ,2250      ,31.1      ,68.9
YOR035C   ,37.3      ,33.6      ,2370      ,29.0      ,71.0
YOR036W   ,39.1      ,35.2      ,867       ,25.7      ,74.3
YOR037W   ,37.6      ,35.3      ,1215      ,27.1      ,72.9
YOR038C   ,38.0      ,33.9      ,2628      ,28.1      ,71.9
YOR039W   ,38.4      ,31.9      ,777       ,29.7      ,70.3
YOR040W   ,41.6      ,32.4      ,858       ,26.0      ,74.0
YOR042W   ,44.4      ,35.7      ,1236      ,19.9      ,80.1
YOR043W   ,39.0      ,32.6      ,1461      ,28.4      ,71.6
YOR044W   ,36.5      ,31.9      ,474       ,31.6      ,68.4
YOR045W   ,47.3      ,26.3      ,186       ,26.3      ,73.7
YOR046C   ,37.7      ,34.6      ,1449      ,27.7      ,72.3
YOR052C   ,41.1      ,36.2      ,453       ,22.7      ,77.3
YOR054C   ,42.9      ,33.9      ,2025      ,23.2      ,76.8
YOR056C   ,42.1      ,35.7      ,1380      ,22.2      ,77.8
YOR057W   ,37.3      ,35.3      ,1188      ,27.4      ,72.6
YOR060C   ,39.9      ,33.6      ,774       ,26.5      ,73.5
YOR061W   ,39.3      ,33.6      ,1020      ,27.1      ,72.9
YOR062C   ,39.4      ,33.2      ,807       ,27.4      ,72.6
YOR063W   ,45.0      ,29.2      ,1164      ,25.8      ,74.2
YOR064C   ,40.5      ,34.8      ,660       ,24.7      ,75.3
YOR065W   ,45.5      ,27.4      ,930       ,27.1      ,72.9
YOR066W   ,42.6      ,33.1      ,1890      ,24.3      ,75.7
YOR067C   ,36.3      ,27.7      ,1734      ,35.9      ,64.1
YOR068C   ,41.7      ,24.9      ,345       ,33.3      ,66.7
YOR074C   ,39.7      ,32.2      ,915       ,28.1      ,71.9
YOR075W   ,33.9      ,38.7      ,1041      ,27.4      ,72.6
YOR076C   ,34.8      ,36.9      ,2244      ,28.3      ,71.7
YOR077W   ,43.8      ,32.9      ,699       ,23.3      ,76.7
YOR078W   ,39.1      ,40.2      ,645       ,20.8      ,79.2
YOR079C   ,37.9      ,28.0      ,942       ,34.1      ,65.9
YOR080W   ,34.8      ,36.6      ,2241      ,28.6      ,71.4
YOR083W   ,54.1      ,29.6      ,888       ,16.3      ,83.7
YOR084W   ,52.2      ,24.8      ,1164      ,22.9      ,77.1
YOR085W   ,42.4      ,26.3      ,1053      ,31.3      ,68.7
YOR089C   ,41.7      ,34.0      ,633       ,24.3      ,75.7
YOR090C   ,39.6      ,34.0      ,1719      ,26.4      ,73.6
YOR091W   ,43.7      ,37.1      ,1206      ,19.2      ,80.8
YOR092W   ,40.9      ,29.1      ,1842      ,30.0      ,70.0
YOR096W   ,37.5      ,33.0      ,974       ,29.6      ,70.4
YOR097C   ,37.7      ,35.2      ,528       ,27.1      ,72.9
YOR098C   ,41.9      ,32.7      ,3231      ,25.4      ,74.6
YOR099W   ,41.2      ,28.1      ,1182      ,30.7      ,69.3
YOR100C   ,41.9      ,29.0      ,984       ,29.2      ,70.8
YOR101W   ,39.4      ,34.8      ,930       ,25.8      ,74.2
YOR103C   ,34.1      ,29.6      ,402       ,36.3      ,63.7
YOR104W   ,38.6      ,34.7      ,849       ,26.6      ,73.4
YOR106W   ,40.1      ,38.7      ,852       ,21.1      ,78.9
YOR107W   ,41.7      ,33.7      ,930       ,24.6      ,75.4
YOR108W   ,41.7      ,29.9      ,1815      ,28.4      ,71.6
YOR110W   ,40.3      ,34.9      ,1308      ,24.8      ,75.2
YOR111W   ,36.3      ,35.6      ,699       ,28.0      ,72.0
YOR112W   ,38.0      ,34.1      ,2286      ,27.9      ,72.1
YOR113W   ,39.3      ,36.4      ,2745      ,24.3      ,75.7
YOR114W   ,36.7      ,37.3      ,885       ,26.0      ,74.0
YOR115C   ,37.1      ,34.7      ,807       ,28.3      ,71.7
YOR116C   ,39.3      ,31.0      ,4383      ,29.8      ,70.2
YOR117W   ,41.1      ,31.6      ,1305      ,27.3      ,72.7
YOR118W   ,37.4      ,34.4      ,1704      ,28.2      ,71.8
YOR119C   ,36.6      ,36.2      ,1455      ,27.1      ,72.9
YOR120W   ,40.3      ,32.7      ,939       ,27.1      ,72.9
YOR122C   ,39.8      ,30.3      ,590       ,29.8      ,70.2
YOR123C   ,40.6      ,39.1      ,1395      ,20.4      ,79.6
YOR124C   ,36.6      ,34.9      ,3819      ,28.5      ,71.5
YOR125C   ,41.6      ,31.0      ,819       ,27.4      ,72.6
YOR127W   ,38.2      ,34.8      ,3024      ,27.0      ,73.0
YOR128C   ,40.2      ,31.5      ,1716      ,28.3      ,71.7
YOR131C   ,39.1      ,35.0      ,657       ,25.9      ,74.1
YOR133W   ,44.5      ,27.5      ,2529      ,28.0      ,72.0
YOR134W   ,38.9      ,34.2      ,1230      ,26.9      ,73.1
YOR136W   ,40.7      ,29.7      ,1110      ,29.5      ,70.5
YOR137C   ,36.4      ,34.0      ,1869      ,29.5      ,70.5
YOR138C   ,44.9      ,30.6      ,2016      ,24.5      ,75.5
YOR140W   ,45.5      ,31.0      ,2301      ,23.5      ,76.5
